c Rsat version 3.01
c Random seed = 91648253
c +----+-----------------+------------------+----------------------------------+---------------------------+---------+---------------------+
c | Re | Conflicts       | Original         | Learned                          | Decisions                 |  Time   | KB                  |
c | 6147 | 18359675 18359675 |   33221    69612 | 7273198 4291288 170406726    39.7 |    1335     390.35  0.767 |   3.420 |    0    0    0    0 |(+ 0,- 0)
c | 6148 | 18361723 18361725 |   33221    69612 | 7273198 4293338 170487392    39.7 |    2594     232.44  0.790 |  11.160 |    0    0    0    0 |(+ 0,- 0)
c | 6149 | 18362237 18362237 |   33221    69612 | 7273198 4293850 170506234    39.7 |     708     330.84  0.723 |   2.140 |    0    0    0    0 |(+ 0,- 0)
c | 6150 | 18362749 18362750 |   33221    69612 | 7273198 4294363 170526564    39.7 |     659     329.50  0.778 |   2.000 |    0    0    0    0 |(+ 0,- 0)
c | 6151 | 18363774 18363774 |   33221    69612 | 7273198 4295387 170565347    39.7 |    1350     294.76  0.759 |   4.580 |    0    0    0    0 |(+ 0,- 0)
c | 6152 | 18364286 18364290 |   33221    69612 | 7273198 4295903 170587845    39.7 |     678     440.26  0.761 |   1.540 |    0    0    0    0 |(+ 0,- 0)
c | 6153 | 18364802 18364802 |   33221    69612 | 7273198 4296415 170608257    39.7 |     680     478.87  0.753 |   1.420 |    0    0    0    0 |(+ 0,- 0)
c | 6154 | 18365826 18365827 |   33221    69612 | 7273198 4297440 170645479    39.7 |    1224     325.53  0.837 |   3.760 |    0    0    0    0 |(+ 0,- 0)
c | 6155 | 18367875 18367877 |   33221    69612 | 7273198 4299490 170721570    39.7 |    2723     633.26  0.753 |   4.300 |    0    0    0    0 |(+ 0,- 0)
c | 6156 | 18371973 18371973 |   33221    69612 | 7273198 4303586 170875681    39.7 |    5240     367.46  0.782 |  14.260 |    0    0    0    0 |(+ 0,- 0)
c | 6157 | 18372485 18372485 |   33221    69612 | 7273198 4304098 170894103    39.7 |     703     836.90  0.728 |   0.840 |    0    0    0    0 |(+ 0,- 0)
c | 6158 | 18372997 18372999 |   33221    69612 | 7273198 4304612 170915079    39.7 |     783     412.11  0.656 |   1.900 |    0    0    0    0 |(+ 0,- 0)
c | 6159 | 18374023 18374023 |   33221    69612 | 7273198 4305636 170949197    39.7 |    1532     334.50  0.668 |   4.580 |    0    0    0    0 |(+ 0,- 0)
c | 6160 | 18374535 18374536 |   33221    69612 | 7273198 4306149 170963806    39.7 |     650     174.73  0.789 |   3.720 |    0    0    0    0 |(+ 0,- 0)
c | 6161 | 18375048 18375050 |   33221    69612 | 7273198 4306663 170980094    39.7 |     680     213.84  0.756 |   3.180 |    0    0    0    0 |(+ 0,- 0)
c | 6162 | 18376074 18376075 |   33221    69612 | 7273198 4307688 171023049    39.7 |    1267     214.75  0.809 |   5.900 |    0    0    0    0 |(+ 0,- 0)
c | 6163 | 18378123 18378123 |   33221    69612 | 7273198 4309736 171097688    39.7 |    2584     327.09  0.793 |   7.900 |    0    0    0    0 |(+ 0,- 0)
c | 6164 | 18378635 18378639 |   33221    69612 | 7273198 4310252 171118489    39.7 |     708     384.78  0.729 |   1.840 |    0    0    0    0 |(+ 0,- 0)
c | 6165 | 18379151 18379151 |   33221    69612 | 7273198 4310764 171134945    39.7 |     678     300.00  0.755 |   2.260 |    0    0    0    0 |(+ 0,- 0)
c | 6166 | 18380175 18380175 |   33221    69612 | 7273198 4311788 171174972    39.7 |    1403     337.26  0.730 |   4.160 |    0    0    0    0 |(+ 0,- 0)
c | 6167 | 18380687 18380689 |   33221    69612 | 7273198 4312302 171191957    39.7 |     641     153.35  0.802 |   4.180 |    0    0    0    0 |(+ 0,- 0)
c | 6168 | 18381201 18381201 |   33221    69612 | 7273198 4312814 171212813    39.7 |     699     349.50  0.732 |   2.000 |    0    0    0    0 |(+ 0,- 0)
c | 6169 | 18382225 18382225 |   33221    69612 | 7273198 4313838 171254379    39.7 |    1452     357.64  0.705 |   4.060 |    0    0    0    0 |(+ 0,- 0)
c | 6170 | 18384273 18384274 |   33221    69612 | 7273198 4315887 171337560    39.7 |    2732     467.81  0.750 |   5.840 |    0    0    0    0 |(+ 0,- 0)
c | 6171 | 18388370 18388370 |   33221    69612 | 7273198 4319983 171507188    39.7 |    5134     234.00  0.798 |  21.940 |    0    0    0    0 |(+ 0,- 0)
c | 6172 | 18396562 18396562 |   33221    69612 | 7273198 4328175 171825439    39.7 |   10255     286.61  0.799 |  35.780 |    0    0    0    0 |(+ 0,- 0)
c | 6173 | 18397074 18397076 |   33221    69612 | 7273198 4328689 171846318    39.7 |     675     330.88  0.761 |   2.040 |    0    0    0    0 |(+ 0,- 0)
c | 6174 | 18397588 18397588 |   33221    69612 | 7273198 4329201 171866677    39.7 |     821     336.48  0.624 |   2.440 |    0    0    0    0 |(+ 0,- 0)
c | 6175 | 18398612 18398613 |   33221    69612 | 7273198 4330226 171904920    39.7 |    1310     277.54  0.782 |   4.720 |    0    0    0    0 |(+ 0,- 0)
c | 6176 | 18399125 18399128 |   33221    69612 | 7273198 4330741 171925814    39.7 |     866     548.10  0.595 |   1.580 |    0    0    0    0 |(+ 0,- 0)
c | 6177 | 18399640 18399640 |   33221    69612 | 7273198 4331253 171949036    39.7 |     740     506.85  0.692 |   1.460 |    0    0    0    0 |(+ 0,- 0)
c | 6178 | 18400664 18400664 |   33221    69612 | 7273198 4332277 171990233    39.7 |    1401     212.27  0.731 |   6.600 |    0    0    0    0 |(+ 0,- 0)
c | 6179 | 18402712 18402714 |   33221    69612 | 7273198 4334327 172085102    39.7 |    2871     347.58  0.714 |   8.260 |    0    0    0    0 |(+ 0,- 0)
c | 6180 | 18403226 18403226 |   33221    69612 | 7273198 4334839 172103670    39.7 |     635     360.80  0.806 |   1.760 |    0    0    0    0 |(+ 0,- 0)
c | 6181 | 18403738 18403741 |   33221    69612 | 7273198 4335354 172123510    39.7 |     651     246.59  0.791 |   2.640 |    0    0    0    0 |(+ 0,- 0)
c | 6182 | 18404765 18404765 |   33221    69612 | 7273198 4336378 172157145    39.7 |    1292     204.43  0.793 |   6.320 |    0    0    0    0 |(+ 0,- 0)
c | 6183 | 18405277 18405278 |   33221    69612 | 7273198 4336891 172182131    39.7 |     667     305.96  0.769 |   2.180 |    0    0    0    0 |(+ 0,- 0)
c | 6184 | 18405790 18405791 |   33221    69612 | 7273198 4337404 172201098    39.7 |     728     379.17  0.705 |   1.920 |    0    0    0    0 |(+ 0,- 0)
c | 6185 | 18406815 18406815 |   33221    69612 | 7273198 4338428 172238360    39.7 |    1312     338.14  0.780 |   3.880 |    0    0    0    0 |(+ 0,- 0)
c | 6186 | 18408863 18408864 |   33221    69612 | 7273198 4340477 172315822    39.7 |    2748     330.29  0.746 |   8.320 |    0    0    0    0 |(+ 0,- 0)
c | 6187 | 18412960 18412960 |   33221    69612 | 7273198 4344573 172486308    39.7 |    5395     360.15  0.759 |  14.980 |    0    0    0    0 |(+ 0,- 0)
c | 6188 | 18413472 18413475 |   33221    69612 | 7273198 4345088 172506819    39.7 |     763     522.60  0.675 |   1.460 |    0    0    0    0 |(+ 0,- 0)
c | 6189 | 18413987 18413987 |   33221    69612 | 7273198 4345600 172525365    39.7 |     744     315.25  0.688 |   2.360 |    0    0    0    0 |(+ 0,- 0)
c | 6190 | 18415011 18415011 |   33221    69612 | 7273198 4346624 172560915    39.7 |    1264     357.06  0.810 |   3.540 |    0    0    0    0 |(+ 0,- 0)
c | 6191 | 18415523 18415525 |   33221    69612 | 7273198 4347138 172579632    39.7 |     758     512.16  0.678 |   1.480 |    0    0    0    0 |(+ 0,- 0)
c | 6192 | 18416037 18416039 |   33221    69612 | 7273198 4347652 172599154    39.7 |     764     419.78  0.673 |   1.820 |    0    0    0    0 |(+ 0,- 0)
c | 6193 | 18417063 18417065 |   33221    69612 | 7273198 4348678 172641662    39.7 |    1403     259.81  0.731 |   5.400 |    0    0    0    0 |(+ 0,- 0)
c | 6194 | 18419113 18419113 |   33221    69612 | 7273198 4350726 172720869    39.7 |    2753     254.91  0.744 |  10.800 |    0    0    0    0 |(+ 0,- 0)
c | 6195 | 18419625 18419625 |   33221    69612 | 7273198 4351238 172739931    39.7 |     708     195.58  0.723 |   3.620 |    0    0    0    0 |(+ 0,- 0)
c | 6196 | 18420137 18420138 |   33221    69612 | 7273198 4351751 172766696    39.7 |     633     213.85  0.810 |   2.960 |    0    0    0    0 |(+ 0,- 0)
c | 6197 | 18421162 18421162 |   33221    69612 | 7273198 4352775 172809055    39.7 |    1608     287.14  0.637 |   5.600 |    0    0    0    0 |(+ 0,- 0)
c | 6198 | 18421674 18421674 |   33221    69612 | 7273198 4353287 172831447    39.7 |     750     304.88  0.683 |   2.460 |    0    0    0    0 |(+ 0,- 0)
c | 6199 | 18422186 18422186 |   33221    69612 | 7273198 4353799 172846780    39.7 |     690     282.79  0.742 |   2.440 |    0    0    0    0 |(+ 0,- 0)
c | 6200 | 18423210 18423211 |   33221    69612 | 7273198 4354824 172888397    39.7 |    1222     290.95  0.839 |   4.200 |    0    0    0    0 |(+ 0,- 0)
c | 6201 | 18425259 18425261 |   33221    69612 | 7273198 4356874 172972038    39.7 |    2572     308.39  0.797 |   8.340 |    0    0    0    0 |(+ 0,- 0)
c | 6202 | 18429357 18429358 |   33221    69612 | 7273198 4360971 173139038    39.7 |    5144     247.55  0.796 |  20.780 |    0    0    0    0 |(+ 0,- 0)
c | 6203 | 18437550 18437550 |   33221    69612 | 7273198 4369163 173449438    39.7 |    9911     253.48  0.827 |  39.100 |    0    0    0    0 |(+ 0,- 0)
c | 6204 | 18453934 18453934 |   33221    69612 | 7273198 4385547 174089837    39.7 |   20320     272.09  0.806 |  74.680 |    0    0    0    0 |(+ 0,- 0)
c | 6205 | 18454446 18454447 |   33221    69612 | 7273198 4386060 174107176    39.7 |     738     261.70  0.695 |   2.820 |    0    0    0    0 |(+ 0,- 0)
c | 6206 | 18454959 18454961 |   33221    69612 | 7273198 4386574 174121780    39.7 |     581     126.30  0.885 |   4.600 |    0    0    0    0 |(+ 0,- 0)
c | 6207 | 18455985 18455985 |   33221    69612 | 7273198 4387598 174156557    39.7 |    1328     171.13  0.771 |   7.760 |    0    0    0    0 |(+ 0,- 0)
c | 6208 | 18456497 18456499 |   33221    69612 | 7273198 4388112 174173140    39.7 |     709     258.76  0.725 |   2.740 |    0    0    0    0 |(+ 0,- 0)
c | 6209 | 18457011 18457013 |   33221    69612 | 7273198 4388626 174191582    39.7 |     681     176.42  0.755 |   3.860 |    0    0    0    0 |(+ 0,- 0)
c | 6210 | 18458037 18458039 |   33221    69612 | 7273198 4389652 174244945    39.7 |    1313     224.06  0.781 |   5.860 |    0    0    0    0 |(+ 0,- 0)
c | 6211 | 18460087 18460091 |   33221    69612 | 7273198 4391704 174345183    39.7 |    2986     349.65  0.687 |   8.540 |    0    0    0    0 |(+ 0,- 0)
c | 6212 | 18460603 18460603 |   33221    69612 | 7273198 4392216 174363101    39.7 |     662     359.78  0.773 |   1.840 |    0    0    0    0 |(+ 0,- 0)
c | 6213 | 18461115 18461115 |   33221    69612 | 7273198 4392728 174382077    39.7 |     659     439.33  0.777 |   1.500 |    0    0    0    0 |(+ 0,- 0)
c | 6214 | 18462139 18462140 |   33221    69612 | 7273198 4393753 174426440    39.7 |    1335     220.30  0.768 |   6.060 |    0    0    0    0 |(+ 0,- 0)
c | 6215 | 18462652 18462653 |   33221    69612 | 7273198 4394266 174452730    39.7 |     703     303.02  0.730 |   2.320 |    0    0    0    0 |(+ 0,- 0)
c | 6216 | 18463165 18463167 |   33221    69612 | 7273198 4394780 174471908    39.7 |     704     378.49  0.730 |   1.860 |    0    0    0    0 |(+ 0,- 0)
c | 6217 | 18464191 18464195 |   33221    69612 | 7273198 4395808 174497780    39.7 |    1204     172.49  0.854 |   6.980 |    0    0    0    0 |(+ 0,- 0)
c | 6218 | 18466243 18466243 |   33221    69612 | 7273198 4397856 174576374    39.7 |    2492     348.04  0.822 |   7.160 |    0    0    0    0 |(+ 0,- 0)
c | 6219 | 18470339 18470344 |   33221    69612 | 7273198 4401957 174707397    39.7 |    4835     155.37  0.848 |  31.120 |    0    0    0    0 |(+ 0,- 0)
c | 6220 | 18470856 18470857 |   33221    69612 | 7273198 4402470 174732139    39.7 |     721     310.78  0.712 |   2.320 |    0    0    0    0 |(+ 0,- 0)
c | 6221 | 18471369 18471369 |   33221    69612 | 7273198 4402982 174755265    39.7 |     755     419.44  0.678 |   1.800 |    0    0    0    0 |(+ 0,- 0)
c | 6222 | 18472393 18472393 |   33221    69612 | 7273198 4404006 174800633    39.7 |    1379     255.37  0.743 |   5.400 |    0    0    0    0 |(+ 0,- 0)
c | 6223 | 18472905 18472905 |   33221    69612 | 7273198 4404518 174820280    39.7 |     634     255.65  0.808 |   2.480 |    0    0    0    0 |(+ 0,- 0)
c | 6224 | 18473417 18473419 |   33221    69612 | 7273198 4405032 174839687    39.7 |     711     263.33  0.723 |   2.700 |    0    0    0    0 |(+ 0,- 0)
c | 6225 | 18474443 18474444 |   33221    69612 | 7273198 4406057 174890806    39.7 |    1465     469.55  0.700 |   3.120 |    0    0    0    0 |(+ 0,- 0)
c | 6226 | 18476492 18476493 |   33221    69612 | 7273198 4408106 174965622    39.7 |    2569     279.24  0.798 |   9.200 |    0    0    0    0 |(+ 0,- 0)
c | 6227 | 18477005 18477006 |   33221    69612 | 7273198 4408619 174980199    39.7 |     760     230.30  0.675 |   3.300 |    0    0    0    0 |(+ 0,- 0)
c | 6228 | 18477518 18477518 |   33221    69612 | 7273198 4409131 174999522    39.7 |     751     307.79  0.682 |   2.440 |    0    0    0    0 |(+ 0,- 0)
c | 6229 | 18478542 18478542 |   33221    69612 | 7273198 4410155 175049713    39.7 |    1535     614.00  0.667 |   2.500 |    0    0    0    0 |(+ 0,- 0)
c | 6230 | 18479054 18479055 |   33221    69612 | 7273198 4410668 175069557    39.7 |     669     548.36  0.767 |   1.220 |    0    0    0    0 |(+ 0,- 0)
c | 6231 | 18479567 18479568 |   33221    69612 | 7273198 4411181 175088379    39.7 |     625     157.83  0.821 |   3.960 |    0    0    0    0 |(+ 0,- 0)
c | 6232 | 18480592 18480592 |   33221    69612 | 7273198 4412205 175125908    39.7 |    1165     164.08  0.879 |   7.100 |    0    0    0    0 |(+ 0,- 0)
c | 6233 | 18482640 18482640 |   33221    69612 | 7273198 4414253 175215910    39.7 |    2485     282.39  0.824 |   8.800 |    0    0    0    0 |(+ 0,- 0)
c | 6234 | 18486736 18486738 |   33221    69612 | 7273198 4418351 175397970    39.7 |    5097     242.25  0.804 |  21.040 |    0    0    0    0 |(+ 0,- 0)
c | 6235 | 18494930 18494930 |   33221    69612 | 7273198 4426543 175740411    39.7 |   10614     309.45  0.772 |  34.300 |    0    0    0    0 |(+ 0,- 0)
c | 6236 | 18495442 18495444 |   33221    69612 | 7273198 4427057 175757250    39.7 |     633     372.35  0.812 |   1.700 |    0    0    0    0 |(+ 0,- 0)
c | 6237 | 18495956 18495956 |   33221    69612 | 7273198 4427569 175775280    39.7 |     688     203.55  0.744 |   3.380 |    0    0    0    0 |(+ 0,- 0)
c | 6238 | 18496980 18496980 |   33221    69612 | 7273198 4428593 175818014    39.7 |    1464     319.65  0.699 |   4.580 |    0    0    0    0 |(+ 0,- 0)
c | 6239 | 18497492 18497493 |   33221    69612 | 7273198 4429106 175839863    39.7 |     744     292.91  0.690 |   2.540 |    0    0    0    0 |(+ 0,- 0)
c | 6240 | 18498005 18498005 |   33221    69612 | 7273198 4429618 175863529    39.7 |     790     745.28  0.648 |   1.060 |    0    0    0    0 |(+ 0,- 0)
c | 6241 | 18499029 18499029 |   33221    69612 | 7273198 4430642 175905351    39.7 |    1418     405.14  0.722 |   3.500 |    0    0    0    0 |(+ 0,- 0)
c | 6242 | 18501077 18501078 |   33221    69612 | 7273198 4432691 175986200    39.7 |    2528     355.06  0.811 |   7.120 |    0    0    0    0 |(+ 0,- 0)
c | 6243 | 18501590 18501590 |   33221    69612 | 7273198 4433203 176012184    39.7 |     707     620.18  0.724 |   1.140 |    0    0    0    0 |(+ 0,- 0)
c | 6244 | 18502102 18502103 |   33221    69612 | 7273198 4433716 176032840    39.7 |     758     462.20  0.677 |   1.640 |    0    0    0    0 |(+ 0,- 0)
c | 6245 | 18503127 18503130 |   33221    69612 | 7273198 4434743 176072532    39.7 |    1322     379.89  0.777 |   3.480 |    0    0    0    0 |(+ 0,- 0)
c | 6246 | 18503642 18503643 |   33221    69612 | 7273198 4435256 176095684    39.7 |     654     545.00  0.784 |   1.200 |    0    0    0    0 |(+ 0,- 0)
c | 6247 | 18504155 18504158 |   33221    69612 | 7273198 4435771 176116394    39.7 |     739     821.11  0.697 |   0.900 |    0    0    0    0 |(+ 0,- 0)
c | 6248 | 18505182 18505184 |   33221    69612 | 7273198 4436797 176153322    39.7 |    1263     389.81  0.812 |   3.240 |    0    0    0    0 |(+ 0,- 0)
c | 6249 | 18507232 18507232 |   33221    69612 | 7273198 4438845 176242658    39.7 |    2640     452.05  0.776 |   5.840 |    0    0    0    0 |(+ 0,- 0)
c | 6250 | 18511328 18511328 |   33221    69612 | 7273198 4442941 176405683    39.7 |    5101     239.03  0.803 |  21.340 |    0    0    0    0 |(+ 0,- 0)
c | 6251 | 18511840 18511841 |   33221    69612 | 7273198 4443454 176421579    39.7 |     635     341.40  0.808 |   1.860 |    0    0    0    0 |(+ 0,- 0)
c | 6252 | 18512353 18512353 |   33221    69612 | 7273198 4443966 176440510    39.7 |     668     218.30  0.766 |   3.060 |    0    0    0    0 |(+ 0,- 0)
c | 6253 | 18513377 18513377 |   33221    69612 | 7273198 4444990 176477470    39.7 |    1415     280.75  0.724 |   5.040 |    0    0    0    0 |(+ 0,- 0)
c | 6254 | 18513889 18513889 |   33221    69612 | 7273198 4445502 176499545    39.7 |     739     355.29  0.693 |   2.080 |    0    0    0    0 |(+ 0,- 0)
c | 6255 | 18514401 18514401 |   33221    69612 | 7273198 4446014 176515632    39.7 |     650     230.50  0.788 |   2.820 |    0    0    0    0 |(+ 0,- 0)
c | 6256 | 18515425 18515425 |   33221    69612 | 7273198 4447038 176560084    39.7 |    1413     288.37  0.725 |   4.900 |    0    0    0    0 |(+ 0,- 0)
c | 6257 | 18517473 18517474 |   33221    69612 | 7273198 4449087 176645919    39.7 |    2662     301.81  0.770 |   8.820 |    0    0    0    0 |(+ 0,- 0)
c | 6258 | 18517986 18517987 |   33221    69612 | 7273198 4449600 176664456    39.7 |     691     259.77  0.742 |   2.660 |    0    0    0    0 |(+ 0,- 0)
c | 6259 | 18518499 18518499 |   33221    69612 | 7273198 4450112 176686403    39.7 |     657     264.92  0.779 |   2.480 |    0    0    0    0 |(+ 0,- 0)
c | 6260 | 18519523 18519526 |   33221    69612 | 7273198 4451139 176728029    39.7 |    1246     248.21  0.824 |   5.020 |    0    0    0    0 |(+ 0,- 0)
c | 6261 | 18520038 18520041 |   33221    69612 | 7273198 4451654 176743632    39.7 |     662     225.17  0.778 |   2.940 |    0    0    0    0 |(+ 0,- 0)
c | 6262 | 18520553 18520554 |   33221    69612 | 7273198 4452167 176761541    39.7 |     618     180.70  0.830 |   3.420 |    0    0    0    0 |(+ 0,- 0)
c | 6263 | 18521578 18521578 |   33221    69612 | 7273198 4453191 176800755    39.7 |    1429     283.53  0.717 |   5.040 |    0    0    0    0 |(+ 0,- 0)
c | 6264 | 18523626 18523626 |   33221    69612 | 7273198 4455239 176883595    39.7 |    2707     412.65  0.757 |   6.560 |    0    0    0    0 |(+ 0,- 0)
c | 6265 | 18527722 18527722 |   33221    69612 | 7273198 4459335 177042939    39.7 |    5559     490.21  0.737 |  11.340 |    0    0    0    0 |(+ 0,- 0)
c | 6266 | 18535914 18535916 |   33221    69612 | 7273198 4467529 177351037    39.7 |   10315     388.66  0.794 |  26.540 |    0    0    0    0 |(+ 0,- 0)
c | 6267 | 18552300 18552302 |   33221    69612 | 7273198 4483915 178035671    39.7 |   20717     260.20  0.791 |  79.620 |    0    0    0    0 |(+ 0,- 0)
c | 6268 | 18585070 18585070 |   33221    69612 | 7273198 4516683 179313553    39.7 |   41282     316.00  0.794 | 130.640 |    0    0    0    0 |(+ 0,- 0)
c | 6269 | 18585582 18585583 |   33221    69612 | 7273198 4517196 179330463    39.7 |     608     171.75  0.844 |   3.540 |    0    0    0    0 |(+ 0,- 0)
c | 6270 | 18586095 18586098 |   33221    69612 | 7273198 4517711 179349924    39.7 |     649     206.69  0.794 |   3.140 |    0    0    0    0 |(+ 0,- 0)
c | 6271 | 18587122 18587122 |   33221    69612 | 7273198 4518735 179395713    39.7 |    1308     254.47  0.783 |   5.140 |    0    0    0    0 |(+ 0,- 0)
c | 6272 | 18587634 18587635 |   33221    69612 | 7273198 4519248 179413614    39.7 |     695     327.83  0.738 |   2.120 |    0    0    0    0 |(+ 0,- 0)
c | 6273 | 18588147 18588149 |   33221    69612 | 7273198 4519762 179434298    39.7 |     764     449.41  0.673 |   1.700 |    0    0    0    0 |(+ 0,- 0)
c | 6274 | 18589173 18589176 |   33221    69612 | 7273198 4520789 179467175    39.7 |    1200     382.17  0.856 |   3.140 |    0    0    0    0 |(+ 0,- 0)
c | 6275 | 18591224 18591224 |   33221    69612 | 7273198 4522837 179536910    39.7 |    2424     464.37  0.845 |   5.220 |    0    0    0    0 |(+ 0,- 0)
c | 6276 | 18591736 18591736 |   33221    69612 | 7273198 4523349 179554759    39.7 |     656     234.29  0.780 |   2.800 |    0    0    0    0 |(+ 0,- 0)
c | 6277 | 18592248 18592249 |   33221    69612 | 7273198 4523862 179575544    39.7 |     758     394.79  0.677 |   1.920 |    0    0    0    0 |(+ 0,- 0)
c | 6278 | 18593273 18593274 |   33221    69612 | 7273198 4524887 179618263    39.7 |    1380     594.83  0.743 |   2.320 |    0    0    0    0 |(+ 0,- 0)
c | 6279 | 18593786 18593787 |   33221    69612 | 7273198 4525400 179638699    39.7 |     722     582.26  0.711 |   1.240 |    0    0    0    0 |(+ 0,- 0)
c | 6280 | 18594299 18594300 |   33221    69612 | 7273198 4525913 179656681    39.7 |     718     437.80  0.714 |   1.640 |    0    0    0    0 |(+ 0,- 0)
c | 6281 | 18595324 18595325 |   33221    69612 | 7273198 4526938 179690364    39.7 |    1213     295.85  0.845 |   4.100 |    0    0    0    0 |(+ 0,- 0)
c | 6282 | 18597373 18597376 |   33221    69612 | 7273198 4528989 179780582    39.7 |    2686     481.36  0.764 |   5.580 |    0    0    0    0 |(+ 0,- 0)
c | 6283 | 18601472 18601472 |   33221    69612 | 7273198 4533085 179935175    39.7 |    5017     399.44  0.816 |  12.560 |    0    0    0    0 |(+ 0,- 0)
c | 6284 | 18601984 18601984 |   33221    69612 | 7273198 4533597 179955897    39.7 |     734     316.38  0.698 |   2.320 |    0    0    0    0 |(+ 0,- 0)
c | 6285 | 18602496 18602496 |   33221    69612 | 7273198 4534109 179979854    39.7 |     751     521.53  0.682 |   1.440 |    0    0    0    0 |(+ 0,- 0)
c | 6286 | 18603520 18603520 |   33221    69612 | 7273198 4535133 180020211    39.7 |    1482     561.36  0.691 |   2.640 |    0    0    0    0 |(+ 0,- 0)
c | 6287 | 18604032 18604032 |   33221    69612 | 7273198 4535645 180041751    39.7 |     679     665.69  0.754 |   1.020 |    0    0    0    0 |(+ 0,- 0)
c | 6288 | 18604544 18604545 |   33221    69612 | 7273198 4536158 180062030    39.7 |     709     824.42  0.724 |   0.860 |    0    0    0    0 |(+ 0,- 0)
c | 6289 | 18605569 18605571 |   33221    69612 | 7273198 4537184 180103896    39.7 |    1348     607.21  0.761 |   2.220 |    0    0    0    0 |(+ 0,- 0)
c | 6290 | 18607619 18607622 |   33221    69612 | 7273198 4539235 180176264    39.7 |    2474     335.23  0.829 |   7.380 |    0    0    0    0 |(+ 0,- 0)
c | 6291 | 18608134 18608134 |   33221    69612 | 7273198 4539747 180192867    39.7 |     632     312.87  0.810 |   2.020 |    0    0    0    0 |(+ 0,- 0)
c | 6292 | 18608646 18608646 |   33221    69612 | 7273198 4540259 180214204    39.7 |     683     569.17  0.750 |   1.200 |    0    0    0    0 |(+ 0,- 0)
c | 6293 | 18609670 18609670 |   33221    69612 | 7273198 4541283 180255206    39.7 |    1313     431.91  0.780 |   3.040 |    0    0    0    0 |(+ 0,- 0)
c | 6294 | 18610182 18610183 |   33221    69612 | 7273198 4541796 180274218    39.7 |     716     458.97  0.716 |   1.560 |    0    0    0    0 |(+ 0,- 0)
c | 6295 | 18610695 18610695 |   33221    69612 | 7273198 4542308 180294384    39.7 |     580     391.89  0.883 |   1.480 |    0    0    0    0 |(+ 0,- 0)
c | 6296 | 18611719 18611720 |   33221    69612 | 7273198 4543333 180335671    39.7 |    1412     727.84  0.726 |   1.940 |    0    0    0    0 |(+ 0,- 0)
c | 6297 | 18613768 18613770 |   33221    69612 | 7273198 4545383 180409562    39.7 |    2449     360.15  0.837 |   6.800 |    0    0    0    0 |(+ 0,- 0)
c | 6298 | 18617866 18617866 |   33221    69612 | 7273198 4549479 180579621    39.7 |    5159     483.96  0.794 |  10.660 |    0    0    0    0 |(+ 0,- 0)
c | 6299 | 18626058 18626060 |   33221    69612 | 7273198 4557673 180959678    39.7 |   10620     197.32  0.772 |  53.820 |    0    0    0    0 |(+ 0,- 0)
c | 6300 | 18626572 18626576 |   33221    69612 | 7273198 4558189 180981963    39.7 |     755     288.17  0.683 |   2.620 |    0    0    0    0 |(+ 0,- 0)
c | 6301 | 18627088 18627088 |   33221    69612 | 7273198 4558701 181002409    39.7 |     739     397.31  0.693 |   1.860 |    0    0    0    0 |(+ 0,- 0)
c | 6302 | 18628112 18628113 |   33221    69612 | 7273198 4559726 181044126    39.7 |    1407     406.65  0.729 |   3.460 |    0    0    0    0 |(+ 0,- 0)
c | 6303 | 18628625 18628625 |   33221    69612 | 7273198 4560238 181060761    39.7 |     642     348.91  0.798 |   1.840 |    0    0    0    0 |(+ 0,- 0)
c | 6304 | 18629137 18629137 |   33221    69612 | 7273198 4560750 181082228    39.7 |     714     482.43  0.717 |   1.480 |    0    0    0    0 |(+ 0,- 0)
c | 6305 | 18630161 18630161 |   33221    69612 | 7273198 4561774 181123803    39.7 |    1468     470.51  0.698 |   3.120 |    0    0    0    0 |(+ 0,- 0)
c | 6306 | 18632209 18632210 |   33221    69612 | 7273198 4563823 181204004    39.7 |    2728     401.18  0.751 |   6.800 |    0    0    0    0 |(+ 0,- 0)
c | 6307 | 18632722 18632722 |   33221    69612 | 7273198 4564335 181224333    39.7 |     690     328.57  0.742 |   2.100 |    0    0    0    0 |(+ 0,- 0)
c | 6308 | 18633234 18633234 |   33221    69612 | 7273198 4564847 181239372    39.7 |     644     213.25  0.795 |   3.020 |    0    0    0    0 |(+ 0,- 0)
c | 6309 | 18634258 18634258 |   33221    69612 | 7273198 4565871 181271168    39.7 |    1237     171.33  0.828 |   7.220 |    0    0    0    0 |(+ 0,- 0)
c | 6310 | 18634770 18634772 |   33221    69612 | 7273198 4566385 181290107    39.7 |     643     241.73  0.799 |   2.660 |    0    0    0    0 |(+ 0,- 0)
c | 6311 | 18635284 18635284 |   33221    69612 | 7273198 4566897 181304500    39.7 |     593     208.80  0.863 |   2.840 |    0    0    0    0 |(+ 0,- 0)
c | 6312 | 18636308 18636312 |   33221    69612 | 7273198 4567925 181338270    39.7 |    1286     259.27  0.799 |   4.960 |    0    0    0    0 |(+ 0,- 0)
c | 6313 | 18638360 18638360 |   33221    69612 | 7273198 4569973 181424148    39.7 |    2785     472.03  0.735 |   5.900 |    0    0    0    0 |(+ 0,- 0)
c | 6314 | 18642456 18642456 |   33221    69612 | 7273198 4574069 181589445    39.7 |    4901     218.02  0.836 |  22.480 |    0    0    0    0 |(+ 0,- 0)
